,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Only Prefill Measurement,,,,,,,,,,Prefill+Generation Measurement,,,,,,,,,,Only Prefill Roofline,,,,,,Prefill+Generation Roofline,,,,,,,,AllGather1,,,,,AllGather2,,,,,AllGather3,,,,,AllGather4,,,,,AllReduce1,,,,,AllReduce2,,,,,AllGather1,,,,,AllGather2,,,,,AllGather3,,,,,AllGather4,,,,,AllReduce1,,,,,AllReduce2,,,,
,,Layer,Dmodel,FFN Hidden,Card Num,batch,Input_Length,Out_Length,Total Time,AllGather,AllReduce,GemmOp,DecOptMHA,MHA-MV,MHA-Soft,Binary,LayerNom,Rotary,Total Time,AllGather,AllReduce,GemmOp,DecOptMHA,MHA-MV,MHA-Soft,Binary,LayerNom,Rotary,Comp-P,Error,AllGather,Error,AllReduce,Error,Comp-GP,Error,Comp-GA,Error,AllGather,Error,AllReduce,Error,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time,Size/Card,Total Size,Trans Num,Time/Trans,Total Time
,,40,5120,27392,4,8,4096,4096,,0.006394253,0.541391,2.439190625,,0.702963594,0.30785925,0.130379625,0.117810625,0.036584113,,0.104368237,9.70358125,56.39651563,,73.48240625,1.65358625,1.40121125,1.58398125,2.0618375,2.0375,35.16%,,,0.47413,12.42%,31.90104,40.88%,41.66667,42.75%,,,8.84881,8.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,5120,27392,4,8,6144,2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,AllGather,AllReduce,GemmOp,MHA-MV,MHA-Soft,Binary,LayerNom,Rotary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_32_32,0.001924729,0.00433776,0.015058734,0.00076767,0.000150066,0.000321032,0.000412865,0.00050947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_256_256,0.002647469,0.010680109,0.027732953,0.000793822,0.000448644,0.001128901,0.001136534,0.000638012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_2048_2048,0.005572201,0.0335612,0.154174219,0.020796734,0.009692389,0.008664013,0.007780489,0.00289899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_4096_4096,0.002133856,0.06816245,0.310070625,0.08552825,0.038636225,0.016854963,0.015145988,0.005108328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_6144_2048,0.011126931,0.098628213,0.478325313,0.193078594,0.104110375,0.024999713,0.022485088,0.007312831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_32_32,0.000646177,0.002535061,0.007607609,0.000387493,9.47508E-05,0.000179152,0.000239777,0.000260631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_256_256,0.001687987,0.005613581,0.022290242,0.000499074,0.000386936,0.001235159,0.001171673,0.000431127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_2048_2048,0.000960249,0.033010662,0.1548775,0.021390094,0.009612875,0.008418619,0.007572088,0.002557814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_4096_4096,0.00529624,0.0656745,0.301566016,0.08680375,0.038577225,0.01655345,0.015034113,0.004793988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_6144_2048,0.001154252,0.10305075,0.457535078,0.197319844,0.104037688,0.024672263,0.022432488,0.006999569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_32_32,0.000389499,0.001694623,0.005173129,0.000190167,6.83275E-05,0.000103566,0.000179263,0.00013901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_256_256,0.000565372,0.004497153,0.021657465,0.000519916,0.00035942,0.001140795,0.001040262,0.000344689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_2048_2048,0.000375908,0.033056688,0.150928789,0.021788012,0.009584028,0.008273338,0.007531228,0.002399058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_4096_4096,0.003625869,0.067305094,0.310812734,0.087322891,0.038523438,0.016378969,0.014866781,0.004639072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_6144_2048,0.000906794,0.103576094,0.456327344,0.204321172,0.1038515,0.02446685,0.022263022,0.006883859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8_32_32,0.000262158,0.001158881,0.003485459,9.50193E-05,5.59435E-05,0.00014156,0.000143146,8.08388E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8_256_256,0.000135796,0.004190028,0.01933457,0.000461964,0.000345021,0.001082866,0.000975203,0.000362246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8_2048_2048,0.001150234,0.033867594,0.155488594,0.022010195,0.009563748,0.008190936,0.007429261,0.002315152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8_4096_4096,0.000799282,0.067673875,0.304898828,0.087870449,0.038482406,0.016297453,0.014726328,0.004573014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,AllGather,AllReduce,GemmOp,MHA-MV,MHA-Soft,Binary,LayerNom,Rotary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_32_32,0.001134907,0.05603515,0.368523438,0.014829,0.003602025,0.009840344,0.0113527,0.01567945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_256_256,0.004709708,0.342442,2.938360938,0.126774781,0.0301772,0.0792721,0.091087888,0.125725375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_2048_2048,0.030829825,2.940755,23.54526563,3.825596875,0.448038875,0.64095875,0.72739025,1.006049875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_4096_4096,0.062706288,6.0559075,47.07021875,14.21170313,1.35123375,1.27835,1.46555,2.02108625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1_6144_2048,0.03136275,2.76684125,23.87890625,8.248775,0.852866875,0.654841375,0.747047125,1.016435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_32_32,0.001779751,0.028047619,0.228547656,0.007659195,0.001836998,0.005119509,0.005745269,0.007923125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_256_256,0.007338664,0.210713438,1.835542188,0.082171953,0.015313613,0.040723044,0.046265794,0.062982062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_2048_2048,0.058547944,1.467410625,14.70414063,3.563053125,0.230896188,0.319341563,0.369802938,0.503505563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_4096_4096,0.053485025,3.208865625,29.45228906,15.9395,0.7002475,0.6460025,0.740920625,1.0099775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2_6144_2048,0.034276544,1.66929875,15.06099219,10.07748438,0.483622875,0.340928563,0.384655938,0.512774375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_32_32,0.000605299,0.013783259,0.105237695,0.003650344,0.000926159,0.002483921,0.002942425,0.0039668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_256_256,0.002154221,0.1054065,0.844569141,0.041845898,0.007877188,0.020622291,0.023816413,0.031802656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_2048_2048,0.011351384,0.858464375,6.767171875,2.351434766,0.121118156,0.166668844,0.189681969,0.255474688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_4096_4096,0.022374528,1.795355,13.540625,8.853363281,0.37065375,0.331799688,0.379958125,0.509135313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4_6144_2048,0.012167125,0.988874063,7.080363281,5.266492188,0.294341875,0.183077594,0.204303969,0.258474687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8_32_32,0.000436778,0.008409686,0.054456836,0.001871414,0.000494161,0.001323659,0.001535633,0.001999397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8_256_256,0.000948301,0.068346875,0.438838281,0.046669258,0.004206825,0.010908917,0.012386695,0.016164172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8_2048_2048,0.005795839,0.514576406,3.527908203,2.308791016,0.067783281,0.08679325,0.099775172,0.129084688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8_4096_4096,0.01304603,1.212947656,7.049564453,9.185300781,0.206698281,0.175151406,0.197997656,0.257729688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
